ventas,costo_mp,sueldos_totales,gastos,utilidad,dias,almuerzos_diarios,precio_almuerzo,precio_carne
8116914.691656437,2158915.2441986403,3070400.0,2261922.6709002214,625676.776557574,23.83277269461136,94.58239541790776,3600.8588830269478,6414.791059598233
7924477.20709484,2029523.4088836785,3070400.0,2241443.0193690434,583110.7788421176,23.93063855876103,94.57918763668769,3501.230909123958,5634.927265034311
9020046.103146462,2390141.3423923994,3070400.0,2379395.532937118,1180109.227816944,22.81696227933551,109.38672688580685,3613.984665597321,6248.176211542329
7711030.01271938,1856828.9667528514,3070400.0,2206305.214132366,577495.8318341626,24.406617880801857,86.36559887449681,3658.1710029015135,5600.6602260297595
7810265.916347703,1728945.3578731064,3070400.0,2208529.7086215205,802390.849853076,24.661886226260933,80.77265810224795,3920.804208103486,5515.71051773554
9339994.128675867,2180737.995692453,3070400.0,2403007.635041277,1685848.4979421375,22.973377924848425,101.91987233303398,3988.9893353133916,5884.146255438183
9103625.90926292,2127280.334698712,3070400.0,2377620.037114793,1528325.537449414,22.318832167957734,105.27503456557221,3874.5167618423916,5659.50800205125
7493429.571296383,1819341.9828063138,3070400.0,2167188.076305271,436499.5121847978,22.750828278990753,83.75420986006634,3932.5728047045686,6216.409027964597
9334262.179771591,2341893.741516202,3070400.0,2417253.1762843495,1504715.2619710388,22.308794594789987,113.84708136820633,3675.2085568361117,5944.737746669878
8075453.371757541,1921947.944335693,3070400.0,2245342.0431524245,837763.3842694229,24.13070876958216,86.77306788272705,3856.6647045773934,5700.1556854858
8117664.181839316,2088937.871216528,3070400.0,2256425.24809568,701901.062527108,24.65561797435537,88.40835018528452,3724.104874901011,6008.654441011031
7462933.697493729,1943680.2621760631,3070400.0,2177118.2626206847,271735.1726969816,22.324908439412418,93.28626890469222,3583.456802595378,6099.464866550629
9041214.837852007,2445627.2737879795,3070400.0,2386306.95668699,1138880.6073770374,24.59059464423475,103.98193688698511,3535.8990335312465,6188.99712800911
7543464.015159937,1841689.591446891,3070400.0,2183226.5945700337,448147.82914301194,23.802425966288595,85.95513366005403,3687.0394119319963,5510.188999992286
7746722.146443163,1920763.7537869487,3070400.0,2198448.2451750403,557110.1474811742,22.671053155044422,86.04735331626355,3971.0811993554307,6437.633284551273
9173373.537161928,2114615.423401504,3070400.0,2384449.46206684,1603908.6516935844,24.418789531933157,95.76143417465758,3922.9638387021564,5673.380113767449
9239900.14190579,2186400.5800444866,3070400.0,2397158.74975686,1585940.812104443,23.939917336981992,100.6796760421406,3833.564915676347,5655.81042886636
10145676.641946482,2554217.6072427738,3070400.0,2516496.4997286787,2004562.5349750286,23.315959622205522,114.64082820686829,3795.6696486787546,6313.103548947728
10421201.887324436,2417189.9915800323,3070400.0,2544583.249723567,2389028.646020837,23.7248504924511,111.41681289327673,3942.4263963495478,5891.674207468192
9215777.038601574,2406159.428457423,3070400.0,2397776.8551528244,1341440.7549913265,23.066760315207613,106.38186920152545,3755.5862409318484,6412.537851854038
8019265.678531782,1818887.342711843,3070400.0,2233671.073312666,896307.262507272,24.476631789664005,82.5559387835746,3968.5753169726436,5767.185287994579
9192572.282353979,2197835.1995751723,3070400.0,2397732.6354617747,1526604.4473170312,23.07604030309323,107.78838538593439,3695.760319206745,5514.453074124874
8775914.523198629,2004319.7732607303,3070400.0,2333937.6027292614,1367257.1472086366,22.93166675128505,98.02282407461131,3904.177481219557,5575.216771413071
9557660.569059595,2301778.5236659124,3070400.0,2442399.5461221305,1743082.499271553,24.586618997264168,103.61022448665238,3751.89069062521,5658.555682088071
8213631.859336312,2144970.8249014425,3070400.0,2278132.2631271402,720128.7713077283,22.856203062882216,101.87329780581925,3527.5305411667982,5848.339704583078
7451244.45686515,1939580.2172694854,3070400.0,2174130.942937776,267133.2966578873,24.49873006449956,84.082754371818,3617.2482018642327,6159.496536400267
8516976.312925536,2070042.958568219,3070400.0,2296751.599993306,1079781.7543640109,24.68467290196716,86.36085299109135,3995.224050969612,6422.483297094252
10347425.8555511,2507614.2269278457,3070400.0,2542848.751651382,2226562.8769718716,24.220720960113077,112.64839879745995,3792.453232210367,6004.766995708603
6654268.106968009,1703095.2279037107,3070400.0,2069528.3381652986,-188755.45910099987,22.902151386636568,80.08496324299229,3628.0480760624537,6133.162903323458
8575405.95159209,2216149.070234927,3070400.0,2316832.0022950144,972024.8790621487,24.27853773400821,95.30356922432591,3706.150031624153,6279.7177515373805
9421620.073069256,2409572.3419850064,3070400.0,2424635.345253765,1517012.3858304843,23.359132549432967,107.45669418888141,3753.491187263127,6106.742798206095
7891650.293953248,2058858.2981996315,3070400.0,2232786.391477827,529605.60427579,22.499383456586536,97.60555407264025,3593.541654607332,6037.0660206261755
9343353.89789137,2256496.68109558,3070400.0,2423412.5109534473,1593044.705842344,23.298672810602103,111.96264770147113,3581.7762817172497,5564.813469809138
8609996.985321047,2277180.1955280723,3070400.0,2320637.179375485,941779.610417489,24.567524275970182,94.18260683809007,3721.096206892451,6369.083718063088
9943472.58068448,2418383.9478772692,3070400.0,2482757.0487986403,1971931.5840085698,22.25317390384196,113.22733301770879,3946.3431001007084,6174.135446027348
9256573.882757429,2399069.9761916073,3070400.0,2403883.222958589,1383220.6836072328,22.93616273643173,107.92860048925834,3739.322863153068,6286.4541009052355
7307602.796844961,1811370.1887853006,3070400.0,2147487.434218334,278345.1738413265,22.507869768123683,85.0968294173156,3815.2865408535263,6377.597874129197
7190588.279814803,2031034.5545548168,3070400.0,2144695.927173206,-55542.20191321988,24.109042000102157,85.01995027034617,3508.0326145694835,6454.189314353355
9450860.700646881,2294031.504654268,3070400.0,2423337.1981565254,1663091.9978360878,24.12559578037837,101.54776294191167,3857.6511760127314,6044.316740544544
8611011.376982538,2300431.956956452,3070400.0,2328434.8510731645,911744.5689529218,22.394270045829646,107.89879091643405,3563.696200059192,6306.516432377867
9072109.442935416,2279406.2707040473,3070400.0,2380147.34185338,1342155.8303779885,22.250662410065676,109.18944030960893,3734.089269839844,6154.519354906659
8545193.29764058,2049617.9241437993,3070400.0,2307925.6319154687,1117249.7415813124,22.157299472209836,101.06789375703299,3815.854868623571,5945.104204335133
8791246.928412514,2317575.8142072298,3070400.0,2348511.130159148,1054759.984046136,22.245868007546747,108.76864441954356,3633.267772644052,6055.8934458452595
8572395.261597024,2380377.3334565856,3070400.0,2323943.2385209184,797674.6896195207,23.25203796162331,103.77857920465392,3552.494740432796,6246.463002238467
8372676.1753962105,2110578.516439472,3070400.0,2288709.5897698044,902988.0691869343,23.16966522575717,96.51424759748723,3744.148854308875,5891.171573156075
7796587.831751613,1969010.8691651921,3070400.0,2224606.403714664,532570.5588717572,22.99615915565882,96.81717779721544,3501.8444507783947,5624.273263974939
8152071.355993956,2130217.8113851594,3070400.0,2271316.7617811747,680136.7828276223,23.4541340526635,99.2512519568738,3501.971245011718,5931.168739594757
6867110.51313984,1698062.3695754546,3070400.0,2091330.6741155542,7317.469448830932,22.170825556746905,81.75820506229834,3788.4435763766346,5987.243328271065
7773710.879078727,1993940.2036062914,3070400.0,2221680.7058452335,487689.96962720156,22.256349850500285,99.79025327781036,3500.147286716295,5726.783577599732
9835504.039862784,2184967.912198575,3070400.0,2468726.5333093945,2111409.594354814,24.254438858453994,102.70070014249288,3948.4985728129795,5562.489556724344
9704395.994430609,2297315.3890350824,3070400.0,2455631.4062593887,1881049.199136138,24.870919742237813,100.8663123154731,3868.3923929109073,5831.246383537927
9123663.532371929,2201325.101322675,3070400.0,2379198.1093273996,1472740.3217218537,24.328777969571306,96.2345202794317,3896.889400690505,6125.216138718927
8205779.6271450445,1994681.9433172124,3070400.0,2260205.987203682,880491.6966241505,22.59645531857411,92.97636937371371,3905.7725497832303,6261.249946173708
9377848.381653383,2366670.096565974,3070400.0,2417897.578278317,1522880.7068090923,23.37446507496684,106.28935219056746,3774.6072171777137,6158.270278710352
8400894.455397036,2226861.17162732,3070400.0,2294627.4231101293,809005.8606595863,23.938523237676396,94.98165018971761,3694.7789652567753,6338.526908752156
8097998.29123473,1797031.3866168745,3070400.0,2243199.173685354,987367.7309325011,22.75483100191777,89.31106344652004,3984.7291398524367,5608.0694445188865
9571079.781206306,2328686.387073168,3070400.0,2441219.265638236,1730774.1284949016,23.797657124607174,105.5568838669321,3810.1333213751013,6137.728409449695
8162419.0775634255,1951771.0970373885,3070400.0,2253212.1556064677,887035.8249195702,24.395905683518215,84.90280245642045,3940.7593752038792,6215.47469443873
7916700.3071511565,1835379.0279410537,3070400.0,2220506.243722452,790415.0354876509,22.11283617116001,90.24574913704127,3967.0986657237368,6020.787455054848
9991454.364223631,2531528.939485293,3070400.0,2492687.476861499,1896837.947876839,24.55912673997399,105.12181416816637,3870.106724060961,6319.030474390167
9335494.141617997,2331994.387213771,3070400.0,2417652.5671430547,1515447.1872611707,23.511485418437353,108.17306700409125,3670.608782523151,5881.495324933355
8830713.807780474,2115938.5627126396,3070400.0,2342554.6177932154,1301820.6272746194,24.611545719690106,92.7348494006027,3869.1355843194306,6012.032329266905
7111288.684074252,1612081.7727674763,3070400.0,2120043.93431475,308762.97699202504,22.81008841870274,80.55042811881054,3870.378936808183,5625.285642966571
8935717.112890132,2080546.31787726,3070400.0,2351742.666908364,1433028.128104508,22.332043803308377,100.79016858901241,3969.929265490013,5849.030954144728
8711563.090629306,2148134.9145565215,3070400.0,2323901.209254028,1169126.9668187555,22.38420524299478,98.65841709175035,3944.7570747517707,6480.005866753459
9980065.439311055,2361942.280227983,3070400.0,2486438.9983112873,2061284.1607717853,22.547937836503316,111.54415471301104,3968.0738242418934,6274.039970057617
7321628.679671403,1728472.4708483128,3070400.0,2154600.7559359353,368155.4528871551,23.633132581420302,84.18779618429686,3679.910593789388,5540.618325710712
7996721.894399924,2146617.736892038,3070400.0,2247183.487721377,532520.6697865091,22.47257889520265,99.40652865206752,3579.6797144485267,6208.980548696994
9509740.565490853,2449696.153108829,3070400.0,2440473.9325532177,1549170.4798288057,22.819655401371282,113.58773357435928,3668.8347690776245,5934.420290882653
9205820.764131216,2179035.447565466,3070400.0,2397114.193469727,1559271.1230960228,23.701029039938394,103.77828411553372,3742.7328314244696,5757.76665910624
8776113.929438218,2359029.722983701,3070400.0,2351146.895103081,995537.3113514362,22.394858327606507,110.60536613494014,3543.0537053523008,6185.709855098577
7545350.296505876,1932770.0035296672,3070400.0,2178344.6961599756,363835.59681623336,22.332373083781146,88.57465228483204,3814.477664548447,6437.418462031962
9698846.820847742,2410757.2807074334,3070400.0,2467756.053637043,1749933.4865032658,24.502861434961215,109.31126221155948,3621.082229773846,5736.4312440479
8817519.92130954,2085564.9532721853,3070400.0,2342595.482085653,1318959.4859517012,23.759970485824525,96.89590641235267,3829.9678027615696,5830.499801691679
9258054.129013218,2423807.878183417,3070400.0,2403120.3807317372,1360725.8700980637,24.335065792237632,101.21713695918852,3758.660866195286,6407.08315425786
7120971.089748498,1974212.2090142884,3070400.0,2135512.5361406677,-59153.6554064583,22.443118129503116,90.4245808685841,3508.8881339356976,6250.500812229238
8584257.986362547,1958685.5664964449,3070400.0,2305493.295745843,1249679.1241202587,22.463227864233268,95.69709109803757,3993.299298736727,5914.99307748046
7618077.0052364115,2010095.3377819774,3070400.0,2194261.7351396484,343319.9323147861,23.94008339819567,87.03576728860868,3656.1325892058967,6436.76878819219
7406260.205249499,1973326.4557740435,3070400.0,2166881.6017475515,195652.1477279039,24.868497115139995,81.59880803704407,3649.770958047027,6231.286030505981
8081138.020090385,2188754.105184253,3070400.0,2257907.4243145077,564076.4905916238,23.69314788376562,95.09485917394743,3586.6807302257066,6360.092489127732
8536777.261724966,2235855.1286481717,3070400.0,2318007.774315079,912514.3587617148,23.238809537006976,102.68011663296362,3577.6159682253337,5884.834233925087
9269685.937454086,2277253.267062479,3070400.0,2404569.9376836317,1517462.7327079745,23.840864093569472,103.41039308976833,3759.9220319051606,5961.078873323849
10128167.67539809,2487192.999940066,3070400.0,2510921.063486217,2059653.6119718086,24.959933366902767,105.14056871290458,3859.376421122658,5978.418849507325
10495919.33990614,2381128.372347638,3070400.0,2556778.223071141,2487612.74448736,24.7585916867614,108.90608439552892,3892.623527229477,5531.056301197186
10149242.312055549,2444180.548896321,3070400.0,2515582.053633404,2119079.7095258236,23.913297184401472,111.04862022802857,3821.9147304282283,6011.116322460832
9117547.74386982,2213078.580722111,3070400.0,2379096.452776211,1454972.7103714999,24.346354072855465,96.47780001520856,3881.6531042879196,5785.058330023704
9784356.84135279,2296773.266039979,3070400.0,2466413.414357433,1950770.1609553788,22.822878909518696,111.0781057682883,3859.520856857218,5652.8809249653505
8456161.66332584,2007636.1548706668,3070400.0,2293654.9555151598,1084470.5529400147,23.7013840068033,91.96490944854669,3879.5148879768553,5866.0287551972215
8632887.565903146,2166763.096186196,3070400.0,2321834.0814965395,1073890.3882204099,22.74551287130868,100.95262904325963,3759.6093188135887,5909.382244973206
9073565.953824228,2233417.66834119,3070400.0,2373815.0072362786,1395933.2782467594,22.400470833200618,104.59467786731695,3872.6769161602238,6140.887049509033
9487736.215343539,2281808.159163567,3070400.0,2439947.890636551,1695580.1655434212,24.40691414788968,107.23568234767859,3625.0200128548336,5557.900976402241
9796111.431234686,2440956.895349886,3070400.0,2473186.977773622,1811567.5581111778,24.000511333955487,108.6725293006873,3755.8950373153675,6105.765014928934
8746936.35357108,2353805.693494016,3070400.0,2349177.155998687,973553.504078377,22.073546894727205,112.96426925119803,3507.8639856471373,6054.867964176099
7927749.087200957,1983047.6140570445,3070400.0,2225692.4863228896,648608.9868210228,22.907817562185492,89.4251267796614,3869.9612463895955,6177.981874542256
10808713.41053622,2644217.078390286,3070400.0,2594608.5879636644,2499487.74418227,24.41231174162918,112.32043622425961,3941.9064484547525,6178.330258537869
7407698.710778111,1824773.0049673216,3070400.0,2157645.343503127,354880.36230766214,23.527554373151677,80.92552987175385,3890.6393304728995,6274.349394042197
9006598.982145611,2231798.9447193616,3070400.0,2365404.328165119,1338995.7092611305,22.98241530420495,101.34034380459116,3867.076687664908,6114.9873628452115
8989418.483848404,2123957.797653445,3070400.0,2371393.9074373664,1423666.7787575927,24.903480992182153,97.74155630229706,3693.110413293653,5528.8689616417505
7583124.298614742,1796058.6675077127,3070400.0,2186497.7499926616,530167.8811143674,24.77531752529121,81.99239800634301,3732.9773712237056,5595.8013153042175
10079739.129527284,2218531.527760867,3070400.0,2498550.5883515347,2292257.013414882,24.62918722097601,102.7395030136729,3983.4718435449668,5538.413637199583
9822606.397664895,2528448.2888710364,3070400.0,2474214.614669944,1749543.4941239143,24.200733583719327,106.73390554140522,3802.7327931245013,6494.143835863896
9285322.963745898,2276012.108839587,3070400.0,2403253.7069756254,1535657.1479306854,23.50193174738255,103.17913887161313,3829.1427262936772,6047.928025798076
8597595.213017954,2084606.9935191025,3070400.0,2313191.204043528,1129397.0154553233,23.62092927373911,94.5239304070478,3850.6872151908156,5897.85220557884
8318083.396347225,2295677.7731560073,3070400.0,2292451.3221532176,659554.3010379989,24.411505919069192,96.92814480917778,3515.4327827413426,6460.74757894219
10374912.611993328,2402960.163178982,3070400.0,2539673.736188954,2361878.712625392,23.91152381273002,110.64865650764669,3921.3088441625387,5791.912295824814
9764103.988081023,2408077.908247623,3070400.0,2467603.570679922,1818022.5091534778,24.991652567185007,103.26228272723401,3783.5170895461483,6209.811627845156
9194890.719728867,2442365.2041304405,3070400.0,2400750.654069768,1281374.8615286574,24.83320116154055,101.64493019814302,3642.7397391401464,6391.6126835197565
8979561.122941373,2211629.2315473896,3070400.0,2361995.891702948,1335535.9996910356,24.17761998202146,96.09116105939594,3865.076755551552,6366.037070370971
9351757.911596214,2257940.9170763753,3070400.0,2410817.099861111,1612599.8946587276,22.837052447755212,106.33230361181708,3851.128268490347,6152.781408888894
9690820.123293119,2556027.6308350004,3070400.0,2469584.863814021,1594807.6286440976,23.872557287666574,113.71196240014173,3569.8949277309766,6148.5789539101615
8424682.414992588,2057814.1503828138,3070400.0,2291782.836255181,1004685.428354593,24.683504478812235,89.1649567009077,3827.828889944978,6055.039682208636
8472508.532839539,2280042.1281871884,3070400.0,2305296.8016249193,816769.6030274304,24.947574773515953,92.63204384182743,3666.253034505611,6417.54778605968
8397442.249997046,2209868.885595328,3070400.0,2294258.0353227803,822915.329078937,22.003000556352294,103.34310988560166,3693.036411055124,6274.663239309854
8265446.930497117,2052009.7779250965,3070400.0,2264919.0384470234,878118.1141249975,22.179435427687533,93.6121670605127,3980.920967466502,6477.462713274675
8973723.965564355,2119360.4232992036,3070400.0,2358764.0335831796,1425199.5086819716,22.581639736374846,101.35337048153448,3920.8392428322186,6007.085571015467
8807432.176318618,2074317.6556624528,3070400.0,2340878.7838423485,1321835.7368138162,24.35714951497573,94.18794775445603,3839.08308547782,5842.878058548873
8582690.128441889,2131166.8186979294,3070400.0,2305591.5368290087,1075531.7729149507,24.177446643698627,89.06130581410635,3985.877442804167,6446.866310781297
9926416.342718389,2292447.532276036,3070400.0,2487363.330678147,2076205.4797642063,24.57900407926559,106.02953770287696,3808.915493594165,5551.501435000629
6751093.466965589,1773706.848504306,3070400.0,2085363.2904836508,-178376.67202236783,22.055611257198517,86.2927850591596,3547.158023030433,5846.8688193052985
8324418.62689591,2098082.411974774,3070400.0,2287777.8116002497,868158.4033208862,24.157364220349823,94.98374136735316,3627.8982063602393,5614.677005709452
10416344.39490833,2528539.8800026523,3070400.0,2541302.28953251,2276102.2253731675,24.313053430087706,107.21505721457692,3995.949990242798,6498.372161249413
8828959.694135562,2002148.8943372576,3070400.0,2336769.7931153495,1419641.0066829547,23.87624755609902,92.46803480956554,3999.003951132241,5601.438133865288
8105873.810822632,2005236.7485566835,3070400.0,2260263.4972708467,769973.5649951017,24.57436758457896,91.4868592243618,3605.444128789467,5599.208663691926
8884507.300398445,2284572.726102772,3070400.0,2361296.3765477017,1168238.197747971,24.985034330064963,98.1924198158689,3621.3911448262897,5982.001828825073
8360826.558196568,2099085.948573805,3070400.0,2282413.5137830777,908927.0958396848,22.56249852970462,96.16109502365796,3853.564417132567,6479.755454806236
9411513.062280035,2215367.543184614,3070400.0,2413271.7605758384,1712473.7585195825,24.922767257066617,95.23036875693795,3965.406567060616,6043.070890846594
8670261.643848848,2241364.489297667,3070400.0,2327887.6253829836,1030609.529168196,22.094937257602695,105.0972854273414,3733.7731823668155,6406.024656359999
7467916.302509939,1912380.113537675,3070400.0,2166107.886202397,319028.3027698677,22.282094701139346,86.54906992438667,3872.407218344936,6374.198847781381
10004802.343138881,2562362.6393568986,3070400.0,2500365.0922336304,1871674.611548353,23.440595713932993,113.66994077405707,3754.8642003691634,6343.894838497397
7119578.391586163,1814485.5067748812,3070400.0,2129213.830994595,105479.05381668732,23.748953250309988,82.00232736192172,3655.8100729323833,6185.775333203578
9003722.701305585,2134153.296283018,3070400.0,2368814.8002554486,1430354.6047671186,23.96399414621982,99.2629759592763,3785.084808687648,5626.778740196041
6996819.19000215,1875864.344567276,3070400.0,2113349.3453437514,-62794.49990887847,23.18506806052943,82.63895484706421,3651.8040007821533,6464.743382731827
9055347.533862332,2206263.0393617805,3070400.0,2378212.2284981916,1400472.2660023598,24.944140472218244,97.35031758991116,3729.058585825708,5892.162293097123
9076714.350577524,2450574.5151667185,3070400.0,2391518.306885109,1164221.528525697,22.680959959899724,113.50473622689044,3525.764109008353,6243.732520562445
8683823.24656696,1971015.0904566,3070400.0,2320808.4138925937,1321599.7422177661,23.16137891443422,95.32412117716268,3933.1793779797276,5621.880522655271
7776496.301367504,2075087.1841526744,3070400.0,2215158.428135539,415850.6890792912,23.886830465030986,89.16703297742222,3651.0781317909073,6425.761793991208
10097427.47345966,2567818.853325976,3070400.0,2510108.2393000093,1949100.3808336742,24.288012059830542,109.45933147500688,3798.096380925318,6261.234273457701
9351883.699997682,2627040.224285982,3070400.0,2427590.4861318083,1226852.9895798918,23.102624443062815,114.78250281172893,3526.647793423026,6445.464418156765
8351669.254341161,2173710.496543668,3070400.0,2296560.385212,810998.3725854922,22.585293119781728,105.01038074709228,3521.3996960598943,5638.2951350298345
7375139.041594329,1811764.3671527498,3070400.0,2150672.85273477,342301.82170681003,22.843916182140877,81.36816066495712,3967.7578132968815,6443.034893137955
7901404.403997504,2123071.467309152,3070400.0,2236791.788782238,471141.14790611435,23.282661383108373,96.00122688387282,3535.044497548199,6188.903948611007
8721098.487989355,2051582.428121753,3070400.0,2331658.8417133656,1267457.2181542367,24.23528833123763,94.81381346577163,3795.3460995564183,5588.821795776688
6845933.319354801,1742212.523371928,3070400.0,2098409.0020732027,-65088.20609032828,24.172037825672078,80.17877957027838,3532.319331552802,5702.643507314479
9106341.773581978,2340374.892182499,3070400.0,2384481.3946438096,1311085.4867556691,24.593994553529466,99.09400126222329,3736.5216977700425,6261.034856570335
8280614.302809502,2053567.0065614851,3070400.0,2281302.866263698,875344.429984319,23.30151817345346,97.52457139542261,3643.881862402488,5877.987174558652
9982752.415147424,2474060.048347589,3070400.0,2490326.2059994675,1947966.1608003676,23.335615473518097,109.83122375117483,3894.979872579805,6286.014056527369
9353323.940280912,2283399.9022381343,3070400.0,2412947.6207489264,1586576.4172938522,24.576820060165442,99.86753744239925,3810.7981434877443,6057.3598974283395
8964451.549375778,2354210.4018515274,3070400.0,2377392.83300434,1162448.3145199101,24.236261694365638,105.24349284855711,3514.4942569708373,5944.207327451772
8229158.184454359,2159398.8069933457,3070400.0,2275918.6672368627,723440.7102241507,24.657471404732707,92.31077220357487,3615.3844726963143,6009.113295809663
8499170.44611536,2191501.2014097413,3070400.0,2305949.7752971333,931319.4694084851,24.473037115304926,93.18610540984763,3726.812201314741,6415.128315965734
8150584.974623319,2156984.5438443758,3070400.0,2266985.1738342154,656215.2569447272,22.43618559100476,101.27736192612977,3586.966952340444,6303.85299267026
8976320.487181798,2191434.5937271626,3070400.0,2370533.7513960777,1343952.1420585578,23.70767699652745,102.99814012870465,3676.0377779853343,5613.323460242418
8164524.30450954,1989870.7673139821,3070400.0,2263207.2166376896,841046.3205578681,24.165989569809046,91.09747270487058,3708.6852230759146,5646.668738165732
9451822.544017604,2406599.274759508,3070400.0,2425743.461423699,1549079.8078343961,24.754307342344838,100.2077357064058,3810.3382604077315,6374.84179606171
7870140.386287927,2145293.3814089517,3070400.0,2231101.840497026,423345.1643819483,22.790705384926497,96.75663548628833,3568.9786831954934,6179.834655600679
7273387.96788907,1919178.9783051836,3070400.0,2150413.720764229,133395.26881965715,23.66063539145677,84.72077034793152,3628.4442491705463,6451.320218193873
8637185.224658383,2234532.9943729164,3070400.0,2333903.424803676,998348.8054817906,24.24279836823863,101.09561737288219,3524.1724759356543,5830.483300355504
7808909.403380315,1872796.072442433,3070400.0,2213417.794974332,652295.5359635493,24.910914542417938,82.66136266736854,3792.2604094276944,5576.77387330436
8772335.976586904,2006773.3722559866,3070400.0,2333654.6760598198,1361507.928271098,24.68957203701815,91.1033577967381,3900.024277545279,5727.468051811969
7941089.430469612,1926834.4851632467,3070400.0,2229739.069266457,714115.8760399073,22.255219482202026,93.59256572882111,3812.473662718068,5809.738545541855
7662247.06631368,2079935.1471996065,3070400.0,2199044.509541206,312867.4095728677,22.4913332535794,92.5970494119657,3679.118725701948,6467.923424995163
9576124.988189092,2141685.8417485133,3070400.0,2434170.9829131425,1929868.1635274366,24.822955410107877,97.11292429411097,3972.4577493849315,5562.601616409316
9668136.210910685,2186529.867200666,3070400.0,2446144.7782607153,1965061.565449304,22.35089315492717,108.95898360421174,3969.948149013588,5571.732964402837
7395319.763158833,1931397.6465803124,3070400.0,2159433.8116571726,234088.30492134765,23.55414988971298,82.61736658894374,3800.302564934773,6427.272734353745
8060089.284111752,1923625.5753607694,3070400.0,2242085.0210218555,823978.6877291268,24.27166868977857,85.40832894885246,3888.1229752677573,5876.063059839492
8736197.966402622,2035409.3202068242,3070400.0,2327118.4776849425,1303270.1685108542,22.723849709354702,97.48154677756068,3943.829641705491,5892.054992641619
9129001.40063619,2194760.185266072,3070400.0,2385951.9769607494,1477889.2384093693,23.292191401941693,104.04735776277715,3766.8807132242364,5623.954450016681
7705978.935747468,1785552.4389213766,3070400.0,2196466.818173667,653559.6786524234,22.076202600223926,89.87604612756844,3883.8235249692757,5532.873635300576
7495443.540706458,1873084.9887350067,3070400.0,2169724.5709284684,382233.9810429821,23.52316522056018,82.31646270903786,3870.9260844541914,6069.686528028368
8160747.831167599,1901089.312828928,3070400.0,2256088.96454262,933169.5537960511,22.999060137649813,91.83372547464506,3863.826942325686,5546.49196201757
9797012.362541277,2198504.3924402916,3070400.0,2461372.6887105955,2066735.2813903904,22.682631474971753,107.983549165509,3999.8400222044584,5717.913463270798
6638086.49106832,1688911.9479160942,3070400.0,2071781.8804335385,-193007.3372813128,22.268428181054617,84.77914128157836,3516.125193976447,5602.887451043811
10438980.795243554,2320442.2064965665,3070400.0,2547617.1044919905,2500521.484254997,23.521222606142405,112.99254881597646,3927.791275995258,5564.601101088794
7708760.922505107,1817577.5002310574,3070400.0,2197526.393175214,623257.0290988348,24.11880328910985,82.68110149405472,3865.6503344358216,5828.686965255197
8625716.14109891,2215330.9928659764,3070400.0,2319505.990445678,1020479.157787255,23.92091170780471,95.13417493426117,3790.3636455953447,6209.218613903416
7124132.197618996,1856035.261711498,3070400.0,2133643.521705048,64053.41420244984,24.458148033589737,81.76633257267093,3562.327811944109,6077.600865933746
7766856.016760058,1982619.314369895,3070400.0,2218938.781363674,494897.9210264897,24.004384502052414,91.41919858071243,3539.2991335133715,5682.912330086229
